Customer_ID,Age,Gender,Occupation,Income_Bracket,Family_Size,Marital_Status,Education_Level,Region,Monthly_Revenue,CLTV,Avg_Monthly_Data_Usage_GB,Avg_Call_Duration_Minutes,Monthly_Transactions,Churn_Status,Subscription_Type,Retention_Offers_Availed,Feedback_Score,Preferred_Product_Type,Peak_Usage_Time,Last_Interaction_Days,Number_of_Complaints,Payment_Method,Bill_Payment_Timeliness,Outstanding_Balance,Loyalty_Points,Campaign_Responses,Social_Media_Activity,Network_Complaints,Service_Downtime_Impact,Segment
CUST_00015,50,Male,Unemployed,$50K–$100K,1,Divorced,High School,North,639.3649916976684,18598.879427279346,101.64472461715556,3.1323712107278667,49,No,Postpaid,1,9,Voice-Data Plan,Morning,248,0,Debit Card,Late by >5 Days,366.5109354652298,814,1,Low,6,Low,High=value
CUST_00016,44,Male,Retired,<$50K,5,Married,Masters,South,644.3382475823788,19243.754838892924,73.09120385685168,4.921703493465151,48,No,Corporate Plan,2,9,Data-Only Plan,Morning,245,0,UPI,Late by <5 Days,156.46700670368045,70,6,High,2,High,Low-value
CUST_00017,34,Female,Professional,$50K–$100K,3,Single,Bachelors,West,170.65227093643028,13460.707783071124,183.74109147601536,13.532419836273046,7,No,Postpaid,3,4,Voice-Data Plan,Afternoon,313,4,UPI,Late by >5 Days,169.50951070363612,673,2,High,4,High,Mid-value
CUST_00018,26,Male,Retired,<$50K,2,Single,PhD,South,721.8407102086467,13182.384017244976,147.1279887639688,55.4624552981324,41,No,Prepaid,4,10,Data-Only Plan,Morning,345,1,Credit Card,On Time,484.2892384321479,930,9,Moderate,2,High,High=value
CUST_00019,40,Male,Retired,$50K–$100K,3,Married,PhD,East,513.3758313149096,13268.90575280107,34.899950605146216,29.629016224885728,19,No,Postpaid,1,7,Voice-Data Plan,Afternoon,238,3,Net Banking,Late by >5 Days,125.5102532043304,339,6,Moderate,9,Low,Low-value
CUST_00020,49,Male,Student,<$50K,3,Divorced,High School,West,769.1700247358367,16846.18088398515,123.41363590191568,49.54699977033898,9,No,Prepaid,3,5,Voice Plan,Night,167,1,Debit Card,On Time,150.44140318395793,454,2,Low,8,Low,High=value
CUST_00021,52,Female,Professional,$50K–$100K,3,Married,Bachelors,East,277.3427386553765,15348.24863542705,100.8086524965653,33.82304980879138,12,No,Prepaid,3,3,Data-Only Plan,Afternoon,131,7,Credit Card,Late by >5 Days,126.0312308612202,36,0,Low,3,Low,Mid-value
CUST_00022,54,Female,Professional,<$50K,4,Married,Bachelors,North,492.802771863536,17140.402699598744,64.20303612908423,39.52902705016474,11,Yes,Family Plan,4,3,Voice Plan,Evening,212,9,Debit Card,On Time,246.3683346370484,583,3,Low,7,Low,Mid-value
CUST_00023,34,Male,Student,$50K–$100K,5,Divorced,High School,East,944.279793794628,12001.95978201996,20.33148501210592,16.968512919745272,20,No,Corporate Plan,2,8,Voice Plan,Afternoon,272,3,Credit Card,Late by >5 Days,96.60421721051942,1,6,High,7,Low,Low-value
CUST_00024,47,Male,Professional,<$50K,4,Divorced,High School,South,950.8345899988514,17980.026096072917,16.048816730952737,34.554860343058174,18,Yes,Postpaid,3,5,Voice-Data Plan,Night,177,4,Credit Card,Late by <5 Days,298.0959284862392,4,5,Moderate,4,Medium,Low-value
CUST_00025,30,Male,Professional,<$50K,5,Married,Masters,South,102.51715040802146,9756.397733560929,185.63146411489075,41.60237099276409,6,Yes,Postpaid,0,2,Voice Plan,Night,139,7,Credit Card,Late by <5 Days,44.56600148824103,872,7,Low,7,High,Mid-value
CUST_00026,23,Female,Professional,$50K–$100K,4,Single,Masters,East,219.06488651192672,3107.935267688274,196.74747516056348,2.127538052170256,45,No,Family Plan,2,9,Voice-Data Plan,Evening,190,6,UPI,Late by >5 Days,94.22401605601831,50,9,High,1,High,High=value
CUST_00027,54,Female,Student,<$50K,5,Married,Bachelors,North,730.8859634067585,9773.692095256298,30.2450045640674,23.376740325864034,41,No,Prepaid,2,9,Voice-Data Plan,Night,195,0,Net Banking,Late by <5 Days,16.642699597782862,287,2,Moderate,1,High,Low-value
CUST_00028,47,Male,Professional,<$50K,2,Divorced,High School,South,318.90479259573345,15862.49048366415,116.79263636194442,30.493352623161783,8,No,Family Plan,3,6,Voice-Data Plan,Evening,223,0,Debit Card,Late by <5 Days,465.6991529009789,268,1,Low,4,High,High=value
CUST_00029,33,Male,Retired,<$50K,1,Divorced,Masters,West,277.6089694092084,19485.52525955929,171.9946397331508,5.097883803542912,44,Yes,Family Plan,3,10,Voice Plan,Night,124,2,Credit Card,Late by >5 Days,116.42675392836476,825,6,High,1,High,High=value
CUST_00030,32,Male,Student,<$50K,5,Married,Bachelors,South,888.1594208911475,19105.12180185512,172.20203784734326,16.83753276252164,23,No,Corporate Plan,0,7,Data-Only Plan,Morning,184,4,Net Banking,Late by >5 Days,485.3274828277928,895,0,Low,3,Medium,High=value
CUST_00031,42,Male,Student,<$50K,5,Divorced,Bachelors,South,219.6829704246679,19727.636834564928,83.58432733221134,35.51828501137408,18,No,Corporate Plan,3,6,Voice-Data Plan,Night,334,7,Credit Card,Late by <5 Days,274.4014516247757,745,7,High,5,Low,Low-value
CUST_00032,43,Male,Unemployed,$50K–$100K,1,Single,Masters,East,880.0084191096729,4272.6022434849365,87.91807206384904,36.39911998839376,40,No,Corporate Plan,1,10,Voice Plan,Afternoon,335,9,Credit Card,Late by >5 Days,3.136406105238632,831,5,High,2,High,High=value
CUST_00033,62,Male,Professional,<$50K,5,Divorced,Bachelors,East,488.9354489521754,13621.982512340255,104.78436946223184,57.02747783884328,24,No,Prepaid,2,9,Voice-Data Plan,Afternoon,161,0,Debit Card,On Time,69.22396879256476,452,0,High,8,High,High=value
CUST_00034,32,Female,Retired,$50K–$100K,3,Married,Masters,East,175.92092679266062,7463.353113895716,30.68592166337286,15.681758839812485,47,No,Prepaid,0,10,Data-Only Plan,Morning,71,8,Credit Card,Late by <5 Days,235.5714388861749,963,8,Low,8,High,Low-value
CUST_00035,35,Male,Student,<$50K,1,Divorced,Masters,South,801.9904299291628,15699.706647289864,146.57561282181865,21.849464280384748,48,Yes,Postpaid,2,7,Data-Only Plan,Afternoon,248,1,Net Banking,On Time,453.5885047071909,988,7,High,8,Low,High=value
CUST_00036,53,Male,Retired,<$50K,5,Single,High School,South,710.7209345526128,10337.6321411576,39.652077602731296,12.881597150520172,39,No,Postpaid,2,2,Voice-Data Plan,Evening,344,5,UPI,On Time,364.9874312080372,314,9,Low,4,Low,Mid-value
CUST_00037,41,Male,Professional,>$100K,2,Divorced,Masters,East,332.0035418147609,8869.982327969126,182.51710594238745,30.72501880361811,43,No,Family Plan,2,4,Data-Only Plan,Night,23,5,Debit Card,On Time,287.11126182475414,262,5,Low,5,Medium,Mid-value
CUST_00038,61,Female,Retired,$50K–$100K,5,Married,High School,South,213.79447823129112,6904.22386363029,48.83797111591534,7.336815710461114,31,No,Corporate Plan,3,4,Voice-Data Plan,Afternoon,243,3,Debit Card,Late by >5 Days,3.669888732320048,623,1,High,8,Medium,Low-value
CUST_00039,44,Female,Professional,$50K–$100K,1,Married,PhD,East,621.0477594926494,17465.65549470637,78.96238768600195,36.790851502065095,20,No,Corporate Plan,4,10,Voice-Data Plan,Morning,55,2,Net Banking,Late by <5 Days,223.7497803712211,71,9,High,4,Low,High=value
CUST_00040,36,Male,Student,<$50K,1,Single,Bachelors,North,343.28138809856773,18752.396790327224,122.54312748820864,58.38283825844222,18,No,Postpaid,4,9,Voice Plan,Evening,266,9,UPI,Late by >5 Days,211.75934703798032,321,9,High,0,Medium,High=value
CUST_00041,60,Male,Student,<$50K,1,Married,Bachelors,South,133.35371634307575,6072.678740845413,6.439095883608905,30.03628172483908,7,No,Prepaid,2,5,Voice-Data Plan,Night,129,3,Debit Card,On Time,461.6217307188019,688,9,High,1,Medium,Low-value
CUST_00042,47,Male,Unemployed,$50K–$100K,3,Divorced,Bachelors,South,205.53041115142025,12577.291212423026,58.97106147798661,11.476009491650698,7,Yes,Prepaid,1,7,Voice-Data Plan,Morning,115,2,UPI,Late by <5 Days,403.2034401086591,302,6,Moderate,4,High,Low-value
CUST_00043,54,Male,Unemployed,$50K–$100K,5,Single,PhD,East,112.4189359246688,16586.358964932435,152.79312404038217,22.65078044161884,25,No,Family Plan,3,5,Voice-Data Plan,Evening,235,6,Credit Card,Late by >5 Days,298.1292230331038,626,5,Moderate,0,Medium,Mid-value
CUST_00044,62,Female,Student,$50K–$100K,4,Divorced,Masters,South,409.124698510692,9379.14155910483,140.91788552176212,4.4015839985178085,37,No,Family Plan,3,10,Voice-Data Plan,Night,124,6,UPI,Late by >5 Days,34.93776600157483,225,7,Moderate,3,Low,High=value
CUST_00045,40,Male,Student,<$50K,2,Divorced,Bachelors,East,851.7052046697876,17152.029740184174,183.8468085825025,36.046663519452174,19,No,Corporate Plan,1,1,Voice Plan,Morning,193,9,UPI,Late by >5 Days,7.717436142213929,241,8,Moderate,4,Medium,Mid-value
CUST_00046,63,Male,Retired,$50K–$100K,1,Married,Bachelors,South,711.6639178215866,1618.9192101404333,54.51855502141177,27.802808998608544,27,No,Family Plan,0,3,Voice-Data Plan,Afternoon,181,8,Credit Card,Late by >5 Days,209.66455285815977,641,1,Low,2,Low,Low-value
CUST_00047,43,Female,Retired,<$50K,3,Divorced,High School,East,579.8611771233669,7311.455782719164,67.78708086132139,46.72616684581092,35,No,Postpaid,2,9,Voice Plan,Afternoon,253,4,Net Banking,Late by >5 Days,317.31813613898134,70,7,High,3,Low,Low-value
CUST_00048,30,Female,Professional,$50K–$100K,4,Single,Masters,South,898.864197346984,1625.4582282250126,156.95813546087462,54.714135510291534,21,Yes,Prepaid,3,1,Voice-Data Plan,Evening,277,0,Credit Card,Late by >5 Days,276.01783786898426,584,8,High,2,Medium,Mid-value
CUST_00049,52,Female,Retired,$50K–$100K,2,Divorced,High School,West,387.6240240325314,15075.969177495102,21.274633024597613,4.488379823536634,3,No,Postpaid,0,10,Voice-Data Plan,Afternoon,274,2,UPI,On Time,106.25394566797752,586,0,High,5,High,Low-value
CUST_00050,57,Male,Unemployed,<$50K,1,Married,Masters,North,591.3755593297187,10788.967671570384,35.11944958552207,42.20361668752521,35,No,Postpaid,3,7,Voice Plan,Night,222,0,Net Banking,On Time,38.50304634063234,345,2,Low,5,Medium,Low-value
CUST_00051,24,Male,Student,$50K–$100K,1,Single,High School,North,138.38482487413646,10818.656380440429,76.98697068815312,42.61427198434128,5,Yes,Family Plan,4,9,Data-Only Plan,Evening,161,3,Net Banking,Late by >5 Days,424.8038673274284,847,7,High,8,Medium,Low-value
CUST_00052,25,Male,Student,<$50K,1,Married,Bachelors,East,992.5641942040684,19017.456084692494,106.49107030310364,50.46343310334729,28,Yes,Prepaid,0,4,Voice-Data Plan,Night,146,3,Debit Card,Late by <5 Days,186.9277393395901,230,7,High,4,Medium,Mid-value
CUST_00053,58,Female,Unemployed,>$100K,4,Divorced,PhD,West,544.2687000924947,18796.485171357886,37.37251545916104,12.761538987078636,43,No,Family Plan,1,8,Voice-Data Plan,Evening,45,5,Net Banking,Late by <5 Days,73.5376353091245,684,3,High,6,High,Low-value
CUST_00054,51,Male,Student,<$50K,3,Single,Masters,North,839.2129960287095,2140.770655755733,116.69947036480012,37.396613245257264,17,No,Corporate Plan,4,4,Voice-Data Plan,Afternoon,114,2,UPI,On Time,307.7280494327645,231,1,High,3,Low,Mid-value
CUST_00055,62,Male,Retired,<$50K,4,Single,High School,South,134.26424013311538,11944.598787137851,126.8540729719271,35.03989170574426,26,No,Corporate Plan,0,6,Voice-Data Plan,Night,352,8,UPI,Late by >5 Days,96.58271095372612,66,7,High,6,Low,High=value
CUST_00056,41,Male,Unemployed,<$50K,3,Married,Bachelors,North,872.1389141149949,2451.305439062377,100.71400252158804,13.384230042815547,25,No,Prepaid,0,7,Voice Plan,Afternoon,21,6,Credit Card,Late by >5 Days,205.5601412081683,79,4,High,3,Low,High=value
CUST_00057,42,Male,Retired,>$100K,4,Single,High School,South,413.81350741061567,3732.6881581292346,188.2437955618462,23.573989311251424,25,No,Prepaid,0,1,Voice-Data Plan,Afternoon,209,2,Net Banking,Late by <5 Days,100.1503094472898,834,1,Low,4,Medium,Mid-value
CUST_00058,46,Male,Unemployed,$50K–$100K,1,Single,High School,West,329.1196609786021,5348.465450621038,31.07327617933596,55.96044059979421,13,No,Family Plan,3,2,Voice-Data Plan,Morning,282,2,Debit Card,On Time,93.51344861695398,182,4,High,6,High,Low-value
CUST_00059,41,Female,Unemployed,<$50K,2,Married,Masters,West,780.1890316078936,12172.327019990738,102.0833650239821,13.148732750212424,48,No,Prepaid,4,4,Data-Only Plan,Evening,151,6,Credit Card,Late by >5 Days,379.8845847526172,38,4,Moderate,4,High,Mid-value
CUST_00060,50,Female,Retired,$50K–$100K,2,Married,PhD,North,621.8354164223201,5076.151429316949,22.24865830443809,23.41140864118517,20,Yes,Postpaid,0,1,Voice Plan,Morning,349,2,Net Banking,Late by >5 Days,498.5345985572562,185,1,Low,5,Low,Mid-value
CUST_00061,45,Male,Student,<$50K,1,Divorced,Bachelors,North,736.2828174150183,11098.229153175276,192.40201350848687,30.456847279926706,14,No,Family Plan,3,4,Data-Only Plan,Afternoon,294,6,Credit Card,On Time,106.02191053460042,206,7,Low,0,High,Mid-value
CUST_00062,48,Male,Retired,<$50K,1,Divorced,PhD,East,748.0255635554714,11535.424232368816,74.98485381710053,51.072889575326,48,No,Postpaid,2,7,Data-Only Plan,Evening,251,7,Net Banking,On Time,445.78268639216327,616,7,Moderate,4,High,Low-value
CUST_00063,52,Male,Professional,<$50K,2,Married,Masters,North,518.4641574119747,8820.772685110533,120.4514953203671,26.591858729090312,11,No,Postpaid,4,4,Data-Only Plan,Morning,219,4,Debit Card,Late by <5 Days,329.050247330333,661,0,High,0,Low,Mid-value
CUST_00064,21,Male,Unemployed,$50K–$100K,3,Divorced,Masters,East,178.73033995113042,13274.228582010968,26.19092680170049,50.64770132362471,42,No,Prepaid,2,8,Data-Only Plan,Evening,56,0,Debit Card,On Time,43.85225215137623,882,6,High,7,High,Low-value
CUST_00065,47,Male,Unemployed,<$50K,3,Divorced,Masters,South,393.2182890892514,14302.674605895942,96.32359821452452,25.13110231160627,13,No,Corporate Plan,0,6,Voice-Data Plan,Evening,156,6,UPI,On Time,142.9853150475567,884,9,High,5,Medium,Low-value
CUST_00066,60,Female,Professional,<$50K,2,Married,PhD,East,432.9628423884233,9849.15108171486,166.64700501933714,2.240833871535759,27,No,Postpaid,3,7,Data-Only Plan,Evening,287,9,Debit Card,Late by >5 Days,47.282764363500704,505,4,Moderate,8,Medium,High=value
CUST_00067,40,Female,Retired,$50K–$100K,4,Married,Masters,South,350.875830851596,5150.808702698822,107.41660676523968,45.4466372417363,38,No,Postpaid,2,7,Voice-Data Plan,Morning,215,7,Credit Card,On Time,30.02606007496994,289,7,Moderate,3,Low,High=value
CUST_00068,30,Male,Unemployed,>$100K,3,Divorced,PhD,West,936.3780230848892,8703.642778910482,159.3261434653005,49.4286132196965,28,Yes,Family Plan,3,1,Voice Plan,Afternoon,294,1,Credit Card,Late by <5 Days,292.9431887399909,49,2,Moderate,2,Low,Mid-value
CUST_00069,22,Male,Student,$50K–$100K,5,Single,Masters,North,971.9980002434256,7161.568169872824,113.27554334832338,11.395591935652698,3,Yes,Prepaid,2,2,Voice-Data Plan,Afternoon,344,7,Debit Card,Late by <5 Days,179.4050994359977,491,7,Moderate,4,High,Mid-value
CUST_00070,42,Male,Retired,<$50K,5,Single,High School,West,640.4323177091293,1769.4067758860842,11.188950128862391,51.589304224028645,28,No,Prepaid,4,9,Voice Plan,Night,274,6,Net Banking,Late by <5 Days,413.8072864852497,123,7,High,7,High,Low-value
CUST_00071,39,Female,Retired,<$50K,2,Single,Bachelors,West,154.47025856226765,13604.249351555542,100.27995271573474,31.61871112371425,37,No,Prepaid,4,8,Voice Plan,Morning,304,0,UPI,Late by >5 Days,243.0850436213288,572,9,Low,4,High,Low-value
CUST_00072,48,Female,Retired,$50K–$100K,3,Divorced,High School,East,521.6274514203205,12471.277261721189,130.94105211063788,44.73357776146326,25,No,Corporate Plan,3,10,Data-Only Plan,Afternoon,303,8,Credit Card,Late by >5 Days,444.625242907128,477,7,High,6,Low,High=value
CUST_00073,35,Female,Professional,$50K–$100K,3,Married,Bachelors,South,613.2967587611339,14919.23592381255,158.58194848615042,25.58492415855558,20,No,Corporate Plan,0,1,Voice-Data Plan,Afternoon,37,0,UPI,Late by <5 Days,387.378970258006,444,2,Moderate,8,Medium,Mid-value
CUST_00074,46,Male,Retired,>$100K,4,Married,Bachelors,West,319.5084944422935,8937.797248442794,125.67132921228104,41.00337886030837,22,Yes,Corporate Plan,2,4,Voice Plan,Night,132,3,UPI,On Time,316.833849300557,600,8,High,5,High,Mid-value
CUST_00075,47,Female,Student,<$50K,5,Single,Bachelors,North,796.3309219895876,17048.84975909281,147.34654501800645,27.231184591831983,46,No,Corporate Plan,0,9,Voice Plan,Morning,4,9,UPI,On Time,91.0647286112598,499,3,Moderate,2,Medium,High=value
CUST_00076,40,Female,Unemployed,<$50K,2,Married,PhD,East,137.82879760481904,18145.01322252738,116.84741832138654,15.540672855155428,47,No,Corporate Plan,3,10,Data-Only Plan,Afternoon,5,4,Credit Card,On Time,271.9521038676469,874,6,Moderate,0,High,High=value
CUST_00077,23,Male,Professional,<$50K,1,Divorced,Masters,South,217.58101253340809,2124.168587444912,37.69019293304738,46.67866688113392,44,No,Postpaid,2,1,Voice Plan,Night,15,4,Credit Card,On Time,495.797492230347,97,0,Low,7,Medium,Mid-value
CUST_00078,61,Male,Professional,$50K–$100K,5,Married,Bachelors,West,151.96314762989832,7851.535471139935,158.43557178985898,1.2318028858940733,39,Yes,Prepaid,1,1,Data-Only Plan,Night,67,4,UPI,Late by >5 Days,229.81670094850264,998,5,Low,3,High,Mid-value
CUST_00079,40,Female,Professional,<$50K,4,Divorced,Bachelors,South,220.10371903402165,8549.247944978211,133.70564283703226,45.34567487778649,14,No,Postpaid,4,9,Data-Only Plan,Afternoon,132,5,Net Banking,Late by >5 Days,457.74418623429113,126,5,Low,8,High,High=value
CUST_00080,43,Male,Professional,<$50K,4,Single,Bachelors,West,412.3800216316263,6136.408326353458,54.24038228497907,2.319844700196084,35,No,Corporate Plan,1,10,Voice-Data Plan,Afternoon,15,5,Debit Card,Late by >5 Days,167.88148106414846,983,6,High,2,Medium,Low-value
CUST_00081,26,Female,Professional,$50K–$100K,3,Married,PhD,East,803.8515501681504,13490.08706760498,173.6218842356442,7.041513124710994,5,No,Prepaid,2,10,Voice Plan,Evening,324,4,UPI,On Time,266.3354170337687,349,1,Moderate,6,High,High=value
CUST_00082,30,Female,Retired,$50K–$100K,3,Single,Bachelors,South,158.20449510323527,16322.494001364072,13.796053100694806,44.54967962475322,25,No,Prepaid,4,8,Data-Only Plan,Night,49,1,UPI,Late by <5 Days,393.5449231877585,668,2,High,2,Medium,Low-value
CUST_00083,55,Male,Professional,>$100K,2,Married,PhD,North,362.2055414444331,11331.242526107331,129.37026383124152,38.32440739173903,46,No,Family Plan,3,6,Voice Plan,Morning,325,1,Net Banking,Late by >5 Days,265.10492819191546,836,2,Low,4,Medium,High=value
CUST_00084,60,Female,Professional,<$50K,4,Married,PhD,East,366.6642201010656,2443.977829853356,19.343155242301098,4.992076148855354,23,No,Family Plan,4,7,Voice-Data Plan,Morning,277,8,UPI,Late by <5 Days,424.1163033507192,234,4,Moderate,3,Medium,Low-value
CUST_00085,20,Male,Retired,$50K–$100K,2,Married,Bachelors,East,275.4599679302613,7830.377630750442,61.54261333229015,24.24813325455474,45,No,Postpaid,0,2,Voice Plan,Afternoon,100,4,Debit Card,On Time,317.28732053940263,876,0,High,0,Medium,Mid-value
CUST_00086,32,Male,Student,<$50K,1,Divorced,High School,North,334.82901859864467,5140.075593677217,120.520262193052,32.64754722083419,30,No,Family Plan,4,7,Data-Only Plan,Evening,199,3,Debit Card,Late by <5 Days,265.43879971424667,484,7,Moderate,5,Medium,High=value
CUST_00087,36,Male,Unemployed,<$50K,5,Divorced,Bachelors,North,208.70305002201752,4351.611142776582,134.00683036211072,38.6074070622094,22,Yes,Postpaid,2,5,Voice Plan,Afternoon,304,8,Net Banking,Late by <5 Days,102.64683033999434,585,5,Low,8,Low,Mid-value
CUST_00088,64,Male,Student,$50K–$100K,3,Married,Masters,East,345.96682488842004,8593.382623695647,136.28299310744836,36.33607946634695,48,No,Postpaid,2,1,Data-Only Plan,Afternoon,189,6,Net Banking,Late by <5 Days,416.1394038532986,161,0,High,4,Low,Mid-value
CUST_00089,60,Male,Retired,>$100K,5,Single,Bachelors,South,144.53151152059786,2369.316757211671,175.27414362978843,17.563012458106556,27,No,Corporate Plan,3,5,Data-Only Plan,Afternoon,185,9,Debit Card,Late by <5 Days,338.4173700043292,514,4,High,9,Medium,High=value
CUST_00090,60,Female,Student,<$50K,2,Divorced,Bachelors,North,406.6112672136904,3287.736028292851,46.46839801617994,37.38618207558832,4,No,Postpaid,2,1,Voice Plan,Evening,143,3,Debit Card,Late by <5 Days,142.01244303863314,910,0,High,8,High,Mid-value
CUST_00091,23,Female,Unemployed,<$50K,1,Single,High School,West,992.0352471990844,17495.891558994794,132.49400601979232,19.10263475230022,18,No,Prepaid,4,5,Voice Plan,Night,349,0,Debit Card,On Time,286.1663337888932,211,8,Low,8,Low,Mid-value
CUST_00092,42,Female,Student,>$100K,1,Single,Bachelors,South,894.2656636342548,18608.80689521895,86.10801403305162,24.47467331852341,35,No,Corporate Plan,4,9,Voice-Data Plan,Evening,321,1,Net Banking,On Time,374.63094068026345,328,9,Moderate,5,High,High=value
CUST_00093,54,Male,Professional,$50K–$100K,5,Married,Bachelors,North,100.71092195459256,16497.965616346217,46.55100759641569,47.25121075399612,47,No,Postpaid,2,2,Voice-Data Plan,Morning,184,1,Net Banking,Late by >5 Days,134.0086082240403,636,9,High,8,Medium,Mid-value
CUST_00094,45,Male,Student,<$50K,2,Divorced,Masters,South,197.933261510886,1700.257890507019,165.01570820212447,48.32757428924696,26,Yes,Family Plan,1,2,Voice Plan,Evening,154,1,UPI,Late by <5 Days,418.5445724272575,571,0,Low,2,Medium,Mid-value
CUST_00095,63,Male,Professional,$50K–$100K,4,Divorced,PhD,West,488.5459901969744,4715.263056163128,115.40044301096871,5.34686845117014,6,No,Family Plan,3,7,Voice-Data Plan,Evening,184,4,Debit Card,Late by >5 Days,140.79640274029447,507,2,Low,3,Low,High=value
CUST_00096,20,Female,Unemployed,<$50K,5,Divorced,Masters,North,843.5278014623727,9377.271121987842,24.552304954902173,2.39407237472171,30,No,Corporate Plan,4,3,Voice-Data Plan,Evening,145,0,Net Banking,On Time,32.47468933547254,944,3,Low,2,Medium,Low-value
CUST_00097,24,Male,Student,$50K–$100K,3,Married,Masters,South,208.7005381947618,16597.333694637837,26.924105437776355,17.48896887157673,47,No,Postpaid,0,3,Data-Only Plan,Evening,241,3,Debit Card,Late by <5 Days,23.289844091334945,666,9,Moderate,3,Low,Low-value
CUST_00098,63,Male,Unemployed,<$50K,2,Married,PhD,North,710.0608241148495,7487.745985618219,66.12541367488869,25.844711322100327,47,No,Family Plan,0,8,Data-Only Plan,Afternoon,36,6,Credit Card,Late by >5 Days,332.76922179428976,620,7,High,0,High,Low-value
